reviews,class
"the scene at the end of 1989's `dead poets society , ' when robin williams' english students stand up on their desk and say , `captain , my captain , ' gets me every time . 
",negative
"the real blonde ( r ) a woman's face , an arm , some pumped-up pectorals , blond hair , a man's sad face , slender legs , a random hand here and there . 
",negative
" "" jack frost , "" is one of those dumb , corny concoctions that attempts to be a heartwarming family film , but is too muddled in its own cliches and predictability to be the least bit touching . 
",negative
"some movies require you to turn off your brain in order to watch . 
",negative
"you think that these people only exist in the movies , but trust me , they're as real as life . 
",negative
"my son and i share a perverse predilection for bad movies . 
",negative
"it seemed like the perfect concept . 
",negative
"wesley snipes is a master of selecting bad action roles . 
",negative
"senseless is a prime example of what can happen when you try to push a one-joke concept a bit too far . 
",negative
"i came to an epiphany while watching the bachelor , an innocuous-enough-on-the-surface romantic comedy . 
",negative
"are you like me ? 
",negative
"i have a confession . 
",negative
"capsule : five friends at a stag party are involved in the accidental killing of a prostitute . 
",negative
"what hath kevin williamson wrought ? 
",negative
"warner brothers has scored another marketing coup . 
",negative
"synopsis : wealthy cuban landowner luis ( banderas ) gets more than he bargained for when he sends away for an american bride . 
",negative
"when a pair of films from the same director gets released just three weeks apart , it could mean one of two things : that the recently overworked individual is due for a well-deserved rest , or that either of these movies has been sitting in a studio safe for a while and the timing is merely a coincidence . 
",negative
" "" the red violin "" is a cold , sterile feature that leaves you uninvolved and detached . 
",negative
"there have been merchant-ivory costume dramas with more of a pulse than "" the mod squad , "" a self-consciously "" hip "" cinematic rendering of the old tv series still looked upon fondly by so many baby-boomers . 
",negative
"ready to rumble is not a masterpiece in film ; i have a problem even regarding it as a film . 
",negative
"wyatt earp details thirty-five years in the life of same from around 1865 to 1900 . 
",negative
"david schwimmer ( from the television series "" friends "" ) stars as a sensitive ( and slightly neurotic ) single guy who gets more than he expected from the grieving mother ( barbara hershey ) of a classmate he can't remember . 
",negative
" "" saving silverman "" is a good example of a good comedy gone bad . 
",negative
"one of my brother's favorite movies is h . b . halicki's 1974 cult flick "" gone is sixty seconds , "" one of the best products of the car-chase genre that provided drive-in fare during the 1970's . 
",negative
"steve martin is one of the funniest men alive . 
",negative
"have you ever been in an automobile accident where you've miraculously walked away with only a few scratches , yet the car has been obliterated into an unrecognizable , mangled wreck ? 
",negative
"bad . bad . 
",negative
"by-the-numbers : a film which introduces characters , situations , dilemmas and developments that we've seen before in a parade of other films . 
",negative
"who knew that in 16 years eddie murphy , who made such a brash , raucous big-screen splash in _48_hrs . _ , 
",negative
" "" pokemon 3 : the movie "" has a lot of bad things in it . 
",negative
"1 . he doesn't have a hard-to-decipher accent , 2 . he doesn't always speak in a monotone , and 3 . 
",negative
"seen at : amc old pasadena 8 , pasadena , ca ( in sdds ) 
",negative
"often similar to a little boy lost in a park that he had no right venturing into , the call of the oboe ( o toque do oboe ) is a disappointing film that seems to have wandered astray . 
",negative
"a friend invites you to a movie . 
",negative
"any remake of an alfred hitchcock film is at best an uncertain project , as a perfect murder illustrates . 
",negative
"steve martin shines but sgt . bilko 
",negative
"look ! the new version of "" psycho "" came out and the world didn't end ! 
",negative
"an american werewolf in london is john landis' groundbreaking feature about an american tourist who gets himself bitten by a werewolf in jolly old england . 
",negative
"capsule : annoyingly unentertaining , obvious and paper-thin buddy/cop/drug/sexy-witness movie . 
",negative
"in the first death wish movie , mild-mannered new york architect paul kersey , played by charles bronson , was avenging the death of his wife . 
",negative
"i've never written a review for a movie i haven't watched all the way through , but i had to make an exception with powder . 
",negative
